name,risk_level,latitude,longitude
,1,5,-180
STARLINK-5824,2,-90,167
,1,53,-180
STARLINK-5844,5,-90,-43
,1,-33,-180
STARLINK-5821,4,-90,99
,1,-65,-180
STARLINK-5828,3,-90,101
,1,25,-180
STARLINK-5834,5,-90,113
,1,-52,-180
STARLINK-5843,2,-90,-128
,1,56,-180
STARLINK-5838,5,-90,-88
,1,-45,-180
STARLINK-5773,5,-90,-152
,1,56,-180
STARLINK-5542,2,-90,51
,1,37,-180
STARLINK-6155,1,-90,-167
,1,-73,-180
STARLINK-6194,3,-90,172
,1,-61,-180
STARLINK-6246,1,-90,38
,1,-61,-180
STARLINK-6245,1,-90,-32
,1,33,-180
STARLINK-6243,2,-90,-16
,1,21,-180
STARLINK-6184,1,-90,144
,1,33,-180
STARLINK-6248,4,-90,-122
,1,23,-180
STARLINK-6253,1,-90,-160
,1,-90,-180
STARLINK-6240,2,-90,-36
,1,-49,-180
STARLINK-6232,1,-90,-147
,1,20,-180
STARLINK-6247,5,-90,-101
,1,-5,-180
STARLINK-6251,4,-90,22
,1,64,-180
STARLINK-6257,5,-90,88
,1,-55,-180
STARLINK-6259,3,-90,171
,1,-86,-180
STARLINK-6254,4,-90,103
,1,-23,-180
STARLINK-6262,2,-90,157
,1,30,-180
STARLINK-6225,5,-90,-112
,1,19,-180
STARLINK-6229,4,-90,-119
,1,-41,-180
STARLINK-6235,4,-90,126
,1,36,-180
STARLINK-6132,1,-90,90
,1,11,-180
STARLINK-6111,2,-90,71
,1,-2,-180
STARLINK-6130,1,-90,75
,1,-6,-180
STARLINK-6097,5,-90,49
,1,-43,-180
STARLINK-6118,1,-90,46
,1,89,-180
STARLINK-6131,2,-90,-75
,1,64,-180
STARLINK-6099,5,-90,120
,1,-16,-180
STARLINK-6139,1,-90,128
,1,68,-180
STARLINK-6134,2,-90,-138
,1,-2,-180
STARLINK-6140,3,-90,38
,1,-13,-180
STARLINK-6141,5,-90,61
,1,-24,-180
STARLINK-6142,4,-90,-70
,1,5,-180
STARLINK-6125,1,-90,-72
,1,-14,-180
STARLINK-6085,1,-90,45
,1,23,-180
STARLINK-6129,5,-90,91
,1,-42,-180
STARLINK-6148,4,-90,142
,1,88,-180
STARLINK-6151,3,-90,85
,1,46,-180
STARLINK-6150,4,-90,-11
,1,-70,-180
STARLINK-6147,3,-90,3
,1,59,-180
STARLINK-6152,3,-90,-62
,1,-2,-180
STARLINK-6149,1,-90,-49
,1,-88,-180
STARLINK-6154,3,-90,139
,1,79,-180
STARLINK-6146,2,-90,175
,1,66,-180
STARLINK-6100,4,-90,92
,1,64,-180
STARLINK-6167,5,-90,-47
,1,-22,-180
STARLINK-6165,1,-90,68
,1,33,-180
STARLINK-6163,5,-90,-70
,1,41,-180
STARLINK-6170,3,-90,-81
,1,-55,-180
STARLINK-6172,3,-90,113
,1,-74,-180
STARLINK-6162,2,-90,53
,1,23,-180
STARLINK-6128,3,-90,104
,1,-20,-180
STARLINK-6143,1,-90,15
,1,-47,-180
STARLINK-6133,5,-90,26
,1,14,-180
STARLINK-6127,2,-90,141
,1,60,-180
STARLINK-6112,2,-90,176
,1,-42,-180
STARLINK-5347,1,-90,-68
,1,-40,-180
STARLINK-5336,2,-90,125
,1,-22,-180
STARLINK-5355,4,-90,92
,1,-39,-180
STARLINK-5357,2,-90,81
,1,-36,-180
STARLINK-5361,3,-90,-22
,1,52,-180
STARLINK-5358,1,-90,157
,1,53,-180
STARLINK-5150,1,-90,-39
,1,77,-180
STARLINK-5768,1,-90,134
,1,-25,-180
STARLINK-5791,2,-90,-93
,1,-45,-180
STARLINK-5765,1,-90,21
,1,29,-180
STARLINK-5788,4,-90,156
,1,50,-180
STARLINK-5778,5,-90,-58
,1,-70,-180
STARLINK-5780,4,-90,178
,1,21,-180
STARLINK-5776,3,-90,148
,1,10,-180
STARLINK-6164,1,-90,-63
,1,68,-180
STARLINK-5879,3,-90,-79
,1,51,-180
STARLINK-6106,1,-90,-171
,1,-44,-180
STARLINK-6108,2,-90,75
,1,27,-180
STARLINK-6137,3,-90,-51
,1,2,-180
METEOR-M2 3,1,-90,53
,1,69,-180
STRATOSAT-TK 1 (RS52S),5,-90,81
,1,83,-180
2023-091C,3,-90,-109
,1,-18,-180
2023-091D,5,-90,46
,1,31,-180
2023-091E,1,-90,0
,1,64,-180
2023-091F,5,-90,-4
,1,-28,-180
UMKA 1 (RS40S),4,-90,-180
,1,18,-180
2023-091H,5,-90,-135
,1,9,-180
2023-091J,1,-90,-128
,1,-67,-180
CUBEBEL 2 (EU11S),3,-90,147
,1,1,-180
SITRO-AIS 5 (KATYS),2,-90,76
,1,17,-180
ZORKIY-2M 1,1,-90,-33
,1,-20,-180
CUBESX-HSE 3 (RS42S),4,-90,-39
,1,59,-180
2023-091P,3,-90,141
,1,45,-180
MONITOR-3 (RS58S),2,-90,-73
,1,66,-180
2023-091R,5,-90,-108
,1,0,-180
MONITOR-4 (RS57S),2,-90,59
,1,-21,-180
2023-091T,1,-90,-47
,1,-17,-180
MONITOR-2 (RS39S),1,-90,64
,1,45,-180
2023-091V,1,-90,173
,1,56,-180
CSTP 1.2 (STC 1.2),3,-90,-164
,1,68,-180
SVYATOBOR 1 (RS60S),5,-90,-12
,1,79,-180
HORS 1,3,-90,139
,1,42,-180
VIZARD-METEO (RS38S),1,-90,110
,1,33,-180
NANOZOND 1 (RS49S),1,-90,130
,1,63,-180
POLYTECH-UNIVERSE 3 (R*),1,-90,-79
,1,-63,-180
SITRO-AIS 6 (CHIRKIN),4,-90,99
,1,5,-180
SITRO-AIS 8 (ANOKHIN),2,-90,112
,1,8,-180
SITRO-AIS 7 (FARTUSHNIY),4,-90,-40
,1,-77,-180
AVION KALUGA 650,2,-90,-75
,1,-74,-180
HORS 2,5,-90,159
,1,-50,-180
A-SEANSAT-PG1,1,-90,-19
,1,-32,-180
SITRO-AIS 10 (BURDAEV),5,-90,140
,1,25,-180
2023-091AL,4,-90,79
,1,-62,-180
SITRO-AIS 9 (SHCHUKIN),1,-90,-49
,1,30,-180
CSTP 1.1 (STC 1.1),5,-90,-143
,1,35,-180
UTMN 2 (RS27S),2,-90,77
,1,71,-180
SITRO-AIS 12 (SMIRENNIY),2,-90,-16
,1,-59,-180
ARCCUBE 1 (RS25S),5,-90,-102
,1,-14,-180
2023-091AS,2,-90,-151
,1,-2,-180
SITRO-AIS 11 (SHEFFER),5,-90,151
,1,-50,-180
H2SAT (HEINRICH HERTZ),3,-90,176
,1,-25,-180
SYRACUSE 4B,5,-90,166
,1,-84,-180
KUZGTU 1 (RS47S),3,-90,97
,1,-38,-180
STARLINK-5525,4,-90,-15
,1,-8,-180
STARLINK-5520,2,-90,-171
,1,20,-180
STARLINK-5880,2,-90,-10
,1,16,-180
STARLINK-5875,5,-90,-43
,1,24,-180
STARLINK-5870,4,-90,59
,1,-25,-180
STARLINK-5519,5,-90,-157
,1,30,-180
STARLINK-5983,5,-90,0
,1,-63,-180
STARLINK-6294,5,-90,-123
,1,84,-180
STARLINK-6350,5,-90,176
,1,-3,-180
STARLINK-5996,4,-90,101
,1,-67,-180
STARLINK-6230,4,-90,175
,1,2,-180
STARLINK-6233,4,-90,-42
,1,-25,-180
STARLINK-6250,2,-90,52
,1,-32,-180
STARLINK-5840,5,-90,-64
,1,-83,-180
STARLINK-5872,1,-90,2
,1,55,-180
STARLINK-5866,4,-90,-71
,1,-78,-180
STARLINK-6368,4,-90,30
,1,43,-180
STARLINK-6360,3,-90,-52
,1,7,-180
STARLINK-6315,4,-90,-154
,1,-39,-180
STARLINK-6365,1,-90,-131
,1,45,-180
STARLINK-6334,4,-90,26
,1,15,-180
STARLINK-6330,4,-90,-110
,1,73,-180
STARLINK-6351,5,-90,-9
,1,-55,-180
STARLINK-6349,2,-90,144
,1,63,-180
STARLINK-6306,5,-90,-103
,1,-51,-180
STARLINK-6346,2,-90,-49
,1,58,-180
STARLINK-5610,5,-90,124
,1,54,-180
STARLINK-5587,4,-90,88
,1,61,-180
STARLINK-5049,4,-90,-4
,1,17,-180
STARLINK-5039,4,-90,141
,1,74,-180
STARLINK-5514,3,-90,-107
,1,-26,-180
STARLINK-5517,4,-90,-58
,1,73,-180
STARLINK-5488,1,-90,103
,1,29,-180
STARLINK-5513,4,-90,-105
,1,89,-180
STARLINK-5511,2,-90,59
,1,-42,-180
STARLINK-5516,3,-90,-4
,1,65,-180
STARLINK-5490,5,-90,-175
,1,64,-180
STARLINK-5481,2,-90,-151
,1,-63,-180
STARLINK-5512,3,-90,-178
,1,-73,-180
STARLINK-5503,3,-90,100
,1,39,-180
STARLINK-5476,5,-90,-6
,1,-80,-180
STARLINK-5026,5,-90,137
,1,53,-180
STARLINK-5485,2,-90,-124
,1,5,-180
STARLINK-5504,2,-90,-87
,1,74,-180
STARLINK-5509,1,-90,-10
,1,-85,-180
STARLINK-5858,3,-90,48
,1,11,-180
STARLINK-5890,2,-90,-57
,1,-54,-180
HULIANWANG JISHU SHIYAN*,3,-90,2
,1,34,-180
HULIANWANG JISHU SHIYAN*,3,-90,-43
,1,-65,-180
STARLINK-30198,3,-90,131
,1,15,-180
STARLINK-30239,5,-90,99
,1,37,-180
STARLINK-30210,3,-90,-10
,1,38,-180
STARLINK-30235,2,-90,-109
,1,36,-180
STARLINK-30238,1,-90,102
,1,62,-180
STARLINK-30234,3,-90,3
,1,-66,-180
STARLINK-30241,5,-90,175
,1,50,-180
STARLINK-30199,3,-90,130
,1,-60,-180
STARLINK-30236,4,-90,64
,1,80,-180
STARLINK-30201,2,-90,-63
,1,-69,-180
STARLINK-30233,2,-90,62
,1,51,-180
STARLINK-30232,1,-90,-70
,1,-46,-180
STARLINK-30211,1,-90,8
,1,-1,-180
STARLINK-30177,3,-90,139
,1,-33,-180
STARLINK-30200,5,-90,19
,1,-73,-180
STARLINK-30209,4,-90,103
,1,-16,-180
STARLINK-30194,3,-90,-33
,1,19,-180
STARLINK-30163,5,-90,-147
,1,75,-180
STARLINK-30184,4,-90,46
,1,20,-180
STARLINK-30175,1,-90,14
,1,79,-180
STARLINK-6290,1,-90,114
,1,41,-180
STARLINK-6138,3,-90,47
,1,10,-180
STARLINK-6212,3,-90,59
,1,2,-180
STARLINK-6234,2,-90,-25
,1,-14,-180
STARLINK-5831,4,-90,-80
,1,-15,-180
STARLINK-5585,4,-90,-133
,1,-43,-180
STARLINK-5589,4,-90,109
,1,-35,-180
STARLINK-6316,5,-90,-141
,1,55,-180
STARLINK-6320,3,-90,-143
,1,-74,-180
STARLINK-6322,3,-90,8
,1,77,-180
STARLINK-6374,2,-90,128
,1,-28,-180
STARLINK-6332,4,-90,11
,1,62,-180
STARLINK-6321,2,-90,14
,1,26,-180
STARLINK-6377,1,-90,-10
,1,88,-180
STARLINK-6375,5,-90,22
,1,2,-180
STARLINK-6379,1,-90,-15
,1,-12,-180
STARLINK-6380,5,-90,-136
,1,43,-180
STARLINK-6373,5,-90,98
,1,53,-180
STARLINK-6359,4,-90,-72
,1,78,-180
STARLINK-6378,1,-90,124
,1,36,-180
STARLINK-6372,4,-90,55
,1,-61,-180
STARLINK-6376,1,-90,-89
,1,56,-180
STARLINK-6362,1,-90,119
,1,56,-180
STARLINK-6331,3,-90,-65
,1,80,-180
STARLINK-6297,3,-90,131
,1,73,-180
STARLINK-6324,5,-90,-11
,1,43,-180
STARLINK-6293,5,-90,171
,1,-89,-180
STARLINK-6276,3,-90,-155
,1,63,-180
STARLINK-6355,2,-90,-151
,1,6,-180
STARLINK-5600,5,-90,-60
,1,-64,-180
STARLINK-6299,2,-90,95
,1,-12,-180
STARLINK-6347,4,-90,-90
,1,-1,-180
STARLINK-6348,1,-90,23
,1,45,-180
STARLINK-6340,2,-90,93
,1,42,-180
STARLINK-6343,2,-90,75
,1,-76,-180
STARLINK-6356,5,-90,-179
,1,-89,-180
STARLINK-6338,1,-90,-152
,1,51,-180
STARLINK-5007,1,-90,118
,1,-3,-180
STARLINK-6174,3,-90,44
,1,-24,-180
STARLINK-6215,2,-90,165
,1,-10,-180
STARLINK-6218,2,-90,103
,1,-49,-180
STARLINK-6168,2,-90,25
,1,-83,-180
STARLINK-5353,5,-90,123
,1,78,-180
STARLINK-6032,1,-90,-59
,1,-23,-180
STARLINK-5975,5,-90,-82
,1,-85,-180
STARLINK-6370,1,-90,156
,1,-30,-180
STARLINK-6369,5,-90,179
,1,82,-180
STARLINK-6363,4,-90,165
,1,-39,-180
STARLINK-6367,2,-90,-79
,1,82,-180
STARLINK-6358,5,-90,80
,1,-31,-180
STARLINK-6364,4,-90,88
,1,85,-180
STARLINK-6361,1,-90,-41
,1,-26,-180
STARLINK-6366,2,-90,-40
,1,-76,-180
STARLINK-6371,3,-90,-145
,1,47,-180
STARLING 4,2,-90,54
,1,-20,-180
STARLING 2,2,-90,-74
,1,-76,-180
STARLING 1,3,-90,113
,1,-13,-180
STARLING 3,3,-90,77
,1,26,-180
LEMUR-2-MANO,1,-90,34
,1,21,-180
LEMUR-2-DEVERILL-M-T,1,-90,2
,1,23,-180
LEO 3,4,-90,173
,1,81,-180
TIANMU-1 07,1,-90,169
,1,-69,-180
TIANMU-1 08,4,-90,59
,1,76,-180
TIANMU-1 09,4,-90,152
,1,67,-180
TIANMU-1 10,2,-90,-153
,1,68,-180
STARLINK-30240,5,-90,-145
,1,-21,-180
STARLINK-30192,2,-90,55
,1,-8,-180
STARLINK-30195,3,-90,-52
,1,86,-180
STARLINK-30207,3,-90,-4
,1,-55,-180
STARLINK-30205,4,-90,-163
,1,-13,-180
STARLINK-30222,5,-90,-123
,1,40,-180
STARLINK-30172,3,-90,16
,1,12,-180
STARLINK-30214,3,-90,108
,1,7,-180
STARLINK-30182,3,-90,-104
,1,-3,-180
STARLINK-30191,4,-90,-64
,1,11,-180
STARLINK-30193,3,-90,-122
,1,-47,-180
STARLINK-30208,3,-90,-131
,1,86,-180
STARLINK-30224,4,-90,144
,1,-10,-180
STARLINK-30043,4,-90,-173
,1,-56,-180
STARLINK-30221,2,-90,-62
,1,80,-180
2023-103B,5,-90,-77
,1,52,-180
2023-104A,4,-90,54
,1,-39,-180
2023-104B,3,-90,-159
,1,-15,-180
2023-104C,1,-90,87
,1,59,-180
STARLINK-30189,1,-90,-11
,1,4,-180
STARLINK-30188,2,-90,-158
,1,43,-180
STARLINK-30105,1,-90,50
,1,-43,-180
STARLINK-30102,2,-90,-149
,1,1,-180
STARLINK-30180,4,-90,84
,1,74,-180
STARLINK-30183,3,-90,-143
,1,-48,-180
STARLINK-30237,4,-90,-100
,1,-53,-180
STARLINK-30158,3,-90,95
,1,85,-180
STARLINK-30159,1,-90,-168
,1,22,-180
STARLINK-30160,1,-90,-103
,1,25,-180
STARLINK-30146,3,-90,-174
,1,70,-180
STARLINK-30197,5,-90,41
,1,67,-180
STARLINK-30181,2,-90,108
,1,32,-180
STARLINK-30215,3,-90,-57
,1,-60,-180
STARLINK-30162,5,-90,-137
,1,25,-180
STARLINK-30178,1,-90,-21
,1,13,-180
STARLINK-30196,5,-90,71
,1,-57,-180
STARLINK-30225,5,-90,-25
,1,57,-180
STARLINK-30217,3,-90,-3
,1,34,-180
STARLINK-30216,3,-90,-73
,1,19,-180
YAOGAN-36 05A,5,-90,-36
,1,87,-180
YAOGAN-36 05B,5,-90,-54
,1,-40,-180
YAOGAN-36 05C,3,-90,-121
,1,-41,-180
STARLINK-30165,1,-90,-54
,1,-61,-180
STARLINK-30140,2,-90,-98
,1,73,-180
STARLINK-30185,4,-90,44
,1,-14,-180
STARLINK-30077,3,-90,-130
,1,-72,-180
STARLINK-30229,1,-90,-166
,1,78,-180
STARLINK-30088,5,-90,-108
,1,-80,-180
STARLINK-30091,3,-90,-156
,1,-75,-180
STARLINK-30116,5,-90,177
,1,70,-180
STARLINK-30092,4,-90,145
,1,-19,-180
STARLINK-30039,3,-90,-24
,1,-51,-180
STARLINK-30171,2,-90,171
,1,22,-180
STARLINK-30186,1,-90,-75
,1,-41,-180
STARLINK-30190,4,-90,-22
,1,2,-180
STARLINK-30204,3,-90,17
,1,-88,-180
STARLINK-30187,4,-90,-80
,1,58,-180
STARLINK-30110,5,-90,-96
,1,30,-180
STARLINK-30155,1,-90,142
,1,81,-180
STARLINK-30161,2,-90,-130
,1,66,-180
STARLINK-30176,2,-90,104
,1,38,-180
JUPITER 3 (ECHOSTAR 24),1,-90,-90
,1,10,-180
FENGYUN 3F,2,-90,40
,1,-14,-180
GALAXY 37 (G-37),1,-90,133
,1,-20,-180
STARLINK-30154,2,-90,72
,1,-10,-180
STARLINK-30145,4,-90,39
,1,-77,-180
STARLINK-30226,4,-90,-83
,1,43,-180
STARLINK-30203,4,-90,-5
,1,20,-180
STARLINK-30169,5,-90,151
,1,22,-180
STARLINK-30164,4,-90,-128
,1,-67,-180
STARLINK-30072,5,-90,174
,1,34,-180
STARLINK-30228,1,-90,-54
,1,7,-180
STARLINK-30230,1,-90,-14
,1,-39,-180
STARLINK-30213,2,-90,127
,1,-88,-180
STARLINK-30227,5,-90,-150
,1,-36,-180
STARLINK-30212,1,-90,144
,1,-44,-180
STARLINK-30219,5,-90,49
,1,74,-180
STARLINK-30074,4,-90,-90
,1,51,-180
STARLINK-30082,4,-90,13
,1,30,-180
STARLINK-30153,4,-90,-35
,1,-22,-180
STARLINK-30147,2,-90,172
,1,5,-180
STARLINK-30157,3,-90,41
,1,52,-180
STARLINK-30168,4,-90,8
,1,-14,-180
STARLINK-30231,4,-90,-88
,1,86,-180
STARLINK-30081,1,-90,-114
,1,-4,-180
STARLINK-30149,2,-90,-5
,1,-31,-180
COSMOS 2569 [GLONASS-K2],2,-90,-83
,1,-51,-180
HJ-2F,4,-90,105
,1,-38,-180
STARLINK-30259,3,-90,-104
,1,-83,-180
STARLINK-30256,5,-90,-26
,1,41,-180
STARLINK-30261,2,-90,161
,1,-88,-180
STARLINK-30260,1,-90,43
,1,75,-180
STARLINK-30253,4,-90,-57
,1,-25,-180
STARLINK-30257,4,-90,-41
,1,11,-180
STARLINK-30250,2,-90,-78
,1,-7,-180
STARLINK-30269,4,-90,-63
,1,1,-180
STARLINK-30266,3,-90,146
,1,73,-180
STARLINK-30270,4,-90,12
,1,78,-180
STARLINK-30268,2,-90,93
,1,57,-180
STARLINK-30251,5,-90,-147
,1,-18,-180
STARLINK-30254,1,-90,-147
,1,-73,-180
STARLINK-30264,5,-90,-41
,1,-80,-180
STARLINK-30262,2,-90,25
,1,59,-180
2023-117C,1,-90,120
,1,-1,-180
2023-117F,2,-90,137
,1,17,-180
STARLINK-30166,1,-90,-70
,1,-2,-180
STARLINK-30223,5,-90,0
,1,-74,-180
STARLINK-30218,4,-90,-39
,1,41,-180
STARLINK-30138,3,-90,-4
,1,83,-180
STARLINK-30255,2,-90,-145
,1,47,-180
STARLINK-30252,5,-90,77
,1,26,-180
STARLINK-30258,4,-90,-84
,1,51,-180
STARLINK-30174,5,-90,-85
,1,-51,-180
STARLINK-30248,2,-90,168
,1,-58,-180
STARLINK-30052,2,-90,-32
,1,-90,-180
STARLINK-30245,5,-90,-96
,1,10,-180
STARLINK-30041,2,-90,-33
,1,87,-180
STARLINK-30244,3,-90,-175
,1,55,-180
STARLINK-30246,5,-90,-126
,1,46,-180
STARLINK-30075,3,-90,77
,1,-6,-180
STARLINK-30148,5,-90,-127
,1,-12,-180
STARLINK-30249,1,-90,-174
,1,52,-180
STARLINK-30141,1,-90,-122
,1,-64,-180
STARLINK-30150,3,-90,-84
,1,-74,-180
STARLINK-30056,2,-90,-84
,1,-8,-180
STARLINK-30100,4,-90,6
,1,66,-180
LUDI TANCE-4 01A,3,-90,-157
,1,71,-180
HEAD-3A,1,-90,123
,1,-87,-180
HEAD-3B,3,-90,-19
,1,41,-180
HEAD-3C,4,-90,34
,1,22,-180
HEAD-3D,3,-90,-88
,1,-46,-180
HEAD-3E,1,-90,-6
,1,-27,-180
STARLINK-30309,5,-90,-126
,1,-3,-180
STARLINK-30306,5,-90,15
,1,-65,-180
STARLINK-30323,3,-90,94
,1,28,-180
STARLINK-30329,1,-90,90
,1,-17,-180
STARLINK-30330,5,-90,134
,1,-16,-180
STARLINK-30311,1,-90,-31
,1,-24,-180
STARLINK-30328,4,-90,-58
,1,88,-180
STARLINK-30326,1,-90,-98
,1,35,-180
STARLINK-30324,3,-90,59
,1,0,-180
STARLINK-30312,3,-90,90
,1,57,-180
STARLINK-30263,5,-90,98
,1,-84,-180
STARLINK-30280,4,-90,-88
,1,-82,-180
STARLINK-30247,1,-90,58
,1,17,-180
STARLINK-30277,4,-90,132
,1,-77,-180
STARLINK-30265,3,-90,-131
,1,38,-180
STARLINK-30286,5,-90,-66
,1,79,-180
STARLINK-30243,3,-90,98
,1,9,-180
STARLINK-30299,2,-90,-25
,1,-57,-180
STARLINK-30294,3,-90,39
,1,12,-180
STARLINK-30276,5,-90,-20
,1,32,-180
STARLINK-30289,1,-90,54
,1,-88,-180
GAOFEN-12 04,4,-90,78
,1,-34,-180
STARLINK-30267,3,-90,20
,1,72,-180
STARLINK-30298,2,-90,127
,1,-56,-180
STARLINK-30301,5,-90,7
,1,3,-180
STARLINK-30275,2,-90,95
,1,17,-180
STARLINK-30278,3,-90,-123
,1,16,-180
STARLINK-30271,5,-90,-127
,1,56,-180
STARLINK-30322,1,-90,119
,1,-46,-180
STARLINK-30296,3,-90,-74
,1,22,-180
STARLINK-30274,3,-90,-18
,1,10,-180
STARLINK-30316,4,-90,63
,1,-42,-180
STARLINK-30317,2,-90,85
,1,60,-180
STARLINK-30313,1,-90,137
,1,-62,-180
STARLINK-30303,1,-90,-121
,1,-59,-180
STARLINK-30320,2,-90,134
,1,-14,-180
STARLINK-30321,1,-90,108
,1,13,-180
STARLINK-30283,2,-90,54
,1,-20,-180
STARLINK-30273,1,-90,32
,1,86,-180
STARLINK-30297,1,-90,-128
,1,-12,-180
STARLINK-30295,3,-90,173
,1,-18,-180
CAPELLA-11 (ACADIA-1),4,-90,-117
,1,11,-180
JILIN-1 KUANFU 02A,3,-90,-1
,1,-58,-180
STARLINK-30288,5,-90,-56
,1,-70,-180
STARLINK-30347,3,-90,179
,1,-79,-180
STARLINK-30332,1,-90,88
,1,10,-180
STARLINK-30345,2,-90,80
,1,-60,-180
STARLINK-30333,4,-90,-50
,1,-18,-180
STARLINK-30336,3,-90,11
,1,82,-180
STARLINK-30346,2,-90,-148
,1,30,-180
STARLINK-30342,3,-90,110
,1,86,-180
STARLINK-30327,2,-90,46
,1,73,-180
STARLINK-30315,2,-90,106
,1,-48,-180
STARLINK-30287,3,-90,156
,1,-66,-180
STARLINK-30335,3,-90,69
,1,79,-180
STARLINK-30318,4,-90,147
,1,39,-180
STARLINK-30348,4,-90,135
,1,-66,-180
STARLINK-30349,2,-90,23
,1,21,-180
STARLINK-30341,1,-90,-118
,1,67,-180
STARLINK-30300,2,-90,9
,1,-39,-180
STARLINK-30281,1,-90,-28
,1,-33,-180
STARLINK-30325,1,-90,-112
,1,39,-180
STARLINK-30338,1,-90,12
,1,-65,-180
STARLINK-30334,2,-90,149
,1,-66,-180
YAOGAN-39 01A,2,-90,-105
,1,-39,-180
YAOGAN-39 01B,1,-90,171
,1,-10,-180
YAOGAN-39 01C,5,-90,-162
,1,-87,-180
STARLINK-30375,2,-90,85
,1,-35,-180
STARLINK-30310,2,-90,-2
,1,-13,-180
STARLINK-30365,2,-90,141
,1,3,-180
STARLINK-30371,1,-90,-124
,1,-78,-180
STARLINK-30352,5,-90,-6
,1,83,-180
STARLINK-30344,1,-90,124
,1,83,-180
STARLINK-30351,5,-90,-67
,1,-44,-180
STARLINK-30242,5,-90,103
,1,67,-180
STARLINK-30331,2,-90,88
,1,79,-180
STARLINK-30364,1,-90,-77
,1,74,-180
STARLINK-30308,4,-90,134
,1,-42,-180
STARLINK-30361,4,-90,-59
,1,-63,-180
STARLINK-30363,2,-90,156
,1,-30,-180
STARLINK-30362,2,-90,8
,1,-66,-180
STARLINK-30350,2,-90,-100
,1,68,-180
STARLINK-30307,4,-90,73
,1,74,-180
STARLINK-30356,3,-90,141
,1,-89,-180
STARLINK-30366,3,-90,103
,1,36,-180
STARLINK-30357,2,-90,73
,1,-83,-180
STARLINK-30370,1,-90,144
,1,28,-180
STARLINK-30368,5,-90,179
,1,-13,-180
STARLINK-30343,2,-90,-99
,1,-43,-180
WILDFIRE 4,1,-90,-112
,1,-72,-180
BB4,1,-90,-12
,1,-27,-180
WILDFIRE 3,1,-90,-89
,1,-78,-180
BB3,1,-90,139
,1,47,-180
WILDFIRE 7,2,-90,164
,1,-29,-180
CHECKMATE 10,5,-90,54
,1,-82,-180
WILDFIRE 6,1,-90,-173
,1,-39,-180
WILDFIRE 1,4,-90,-134
,1,-84,-180
WILDFIRE 9,4,-90,151
,1,36,-180
WILDFIRE 10,5,-90,52
,1,-63,-180
WILDFIRE 2,2,-90,-114
,1,-28,-180
WILDFIRE 8,4,-90,179
,1,66,-180
WILDFIRE 5,1,-90,-137
,1,-45,-180
CHANDRAYAAN-3 PROPULSIO*,1,-90,174
,1,-86,-180
STARLINK-30397,4,-90,0
,1,85,-180
STARLINK-30354,2,-90,-37
,1,-25,-180
STARLINK-30383,3,-90,-32
,1,80,-180
STARLINK-30384,3,-90,-81
,1,-68,-180
STARLINK-30305,4,-90,74
,1,-32,-180
STARLINK-30360,2,-90,-34
,1,-82,-180
STARLINK-30355,4,-90,17
,1,-80,-180
STARLINK-30385,2,-90,120
,1,4,-180
STARLINK-30359,5,-90,-2
,1,35,-180
STARLINK-30380,4,-90,77
,1,-3,-180
STARLINK-30369,5,-90,-89
,1,-59,-180
STARLINK-30376,5,-90,157
,1,-35,-180
STARLINK-30389,4,-90,101
,1,-60,-180
STARLINK-30388,5,-90,-10
,1,-82,-180
STARLINK-30381,4,-90,131
,1,-79,-180
STARLINK-30382,3,-90,75
,1,44,-180
STARLINK-30378,2,-90,140
,1,44,-180
STARLINK-30387,4,-90,-72
,1,-41,-180
STARLINK-30372,1,-90,-52
,1,-89,-180
STARLINK-30373,4,-90,-142
,1,-64,-180
STARLINK-30367,4,-90,155
,1,51,-180
TIANQI-21,4,-90,21
,1,85,-180
TIANQI-22,2,-90,145
,1,52,-180
TIANQI-23,3,-90,178
,1,77,-180
TIANQI-24,3,-90,-86
,1,-28,-180
YAOGAN-33 03,1,-90,53
,1,-9,-180
XRISM,1,-90,64
,1,-28,-180
STARLINK-30304,2,-90,170
,1,-22,-180
STARLINK-30374,5,-90,-15
,1,55,-180
STARLINK-30394,1,-90,-124
,1,83,-180
STARLINK-30379,4,-90,-164
,1,-53,-180
STARLINK-30395,5,-90,38
,1,59,-180
STARLINK-30403,4,-90,76
,1,-68,-180
STARLINK-30413,4,-90,155
,1,-18,-180
STARLINK-30398,5,-90,83
,1,18,-180
STARLINK-30386,2,-90,33
,1,-1,-180
STARLINK-30391,3,-90,-92
,1,33,-180
STARLINK-30401,2,-90,-7
,1,53,-180
STARLINK-30390,2,-90,105
,1,67,-180
STARLINK-30409,5,-90,-76
,1,-70,-180
STARLINK-30415,3,-90,58
,1,-87,-180
STARLINK-30407,3,-90,-118
,1,-41,-180
STARLINK-30408,5,-90,-1
,1,-77,-180
STARLINK-30377,3,-90,176
,1,-54,-180
STARLINK-30422,3,-90,38
,1,44,-180
STARLINK-30402,3,-90,-110
,1,-59,-180
STARLINK-30411,2,-90,-173
,1,41,-180
STARLINK-30418,5,-90,-1
,1,14,-180
YAOGAN-40 01A,1,-90,-123
,1,-70,-180
YAOGAN-40 01B,5,-90,150
,1,-78,-180
YAOGAN-40 01C,1,-90,130
,1,-43,-180
STARLINK-30285,5,-90,3
,1,-33,-180
STARLINK-30410,1,-90,-46
,1,46,-180
STARLINK-30435,3,-90,154
,1,-57,-180
