name,risk_level,latitude,longitude
STARLINK-6355,1,-90,-142
,1,59,-180
STARLINK-5600,4,-90,59
,1,9,-180
STARLINK-6299,3,-90,-62
,1,-69,-180
STARLINK-6347,4,-90,100
,1,-73,-180
STARLINK-6348,3,-90,-22
,1,37,-180
STARLINK-6340,2,-90,63
,1,61,-180
STARLINK-6343,4,-90,92
,1,-22,-180
STARLINK-6356,4,-90,-116
,1,55,-180
STARLINK-6338,1,-90,104
,1,16,-180
STARLINK-5007,1,-90,-85
,1,52,-180
STARLINK-6174,1,-90,-91
,1,-37,-180
STARLINK-6215,2,-90,20
,1,-58,-180
STARLINK-6218,1,-90,-8
,1,-28,-180
STARLINK-6168,4,-90,-92
,1,-18,-180
STARLINK-5353,1,-90,40
,1,-84,-180
STARLINK-6032,4,-90,-91
,1,73,-180
STARLINK-5975,5,-90,46
,1,18,-180
STARLINK-6370,4,-90,23
,1,10,-180
STARLINK-6369,1,-90,51
,1,0,-180
STARLINK-6363,3,-90,81
,1,78,-180
STARLINK-6367,1,-90,-112
,1,-90,-180
STARLINK-6358,4,-90,132
,1,32,-180
STARLINK-6364,1,-90,-83
,1,60,-180
STARLINK-6361,5,-90,177
,1,24,-180
STARLINK-6366,2,-90,-72
,1,7,-180
STARLINK-6371,5,-90,30
,1,50,-180
STARLING 4,1,-90,7
,1,-17,-180
STARLING 2,5,-90,140
,1,34,-180
STARLING 1,1,-90,26
,1,-43,-180
STARLING 3,4,-90,-30
,1,-51,-180
LEMUR-2-MANO,1,-90,-42
,1,-81,-180
LEMUR-2-DEVERILL-M-T,3,-90,28
,1,85,-180
LEO 3,3,-90,50
,1,69,-180
TIANMU-1 07,2,-90,-14
,1,-65,-180
TIANMU-1 08,5,-90,-171
,1,41,-180
TIANMU-1 09,3,-90,50
,1,-32,-180
TIANMU-1 10,5,-90,-43
,1,27,-180
STARLINK-30240,5,-90,-123
,1,28,-180
STARLINK-30192,2,-90,-30
,1,-65,-180
STARLINK-30195,1,-90,3
,1,-73,-180
STARLINK-30207,2,-90,80
,1,21,-180
STARLINK-30205,3,-90,130
,1,-68,-180
STARLINK-30222,2,-90,146
,1,-80,-180
STARLINK-30172,1,-90,-52
,1,3,-180
STARLINK-30214,5,-90,42
,1,80,-180
STARLINK-30182,5,-90,-64
,1,41,-180
STARLINK-30191,3,-90,-81
,1,-50,-180
STARLINK-30193,1,-90,-157
,1,84,-180
STARLINK-30208,3,-90,72
,1,66,-180
STARLINK-30224,3,-90,-120
,1,-54,-180
STARLINK-30043,2,-90,14
,1,-39,-180
STARLINK-30221,1,-90,-22
,1,11,-180
2023-103B,1,-90,-169
,1,-12,-180
2023-104A,2,-90,72
,1,-61,-180
2023-104B,1,-90,-156
,1,64,-180
2023-104C,2,-90,123
,1,53,-180
STARLINK-30189,4,-90,136
,1,-86,-180
STARLINK-30188,3,-90,60
,1,-77,-180
STARLINK-30105,1,-90,110
,1,-33,-180
STARLINK-30102,4,-90,2
,1,9,-180
STARLINK-30183,2,-90,-68
,1,5,-180
STARLINK-30237,2,-90,35
,1,33,-180
STARLINK-30158,4,-90,-130
,1,46,-180
STARLINK-30159,3,-90,169
,1,12,-180
STARLINK-30160,5,-90,-61
,1,72,-180
STARLINK-30146,3,-90,-99
,1,-12,-180
STARLINK-30197,1,-90,45
,1,-30,-180
STARLINK-30181,1,-90,-151
,1,41,-180
STARLINK-30215,1,-90,36
,1,37,-180
STARLINK-30162,3,-90,-131
,1,88,-180
STARLINK-30178,4,-90,20
,1,-30,-180
STARLINK-30196,4,-90,-86
,1,87,-180
STARLINK-30225,4,-90,26
,1,14,-180
STARLINK-30217,1,-90,38
,1,-67,-180
STARLINK-30216,4,-90,176
,1,57,-180
YAOGAN-36 05A,1,-90,-114
,1,78,-180
YAOGAN-36 05B,4,-90,-152
,1,37,-180
YAOGAN-36 05C,5,-90,96
,1,-15,-180
STARLINK-30165,4,-90,2
,1,-21,-180
STARLINK-30140,4,-90,170
,1,69,-180
STARLINK-30185,1,-90,105
,1,-35,-180
STARLINK-30077,1,-90,-92
,1,89,-180
STARLINK-30229,3,-90,-29
,1,64,-180
STARLINK-30088,3,-90,91
,1,8,-180
STARLINK-30091,5,-90,76
,1,48,-180
STARLINK-30116,2,-90,16
,1,-51,-180
STARLINK-30092,1,-90,-77
,1,-36,-180
STARLINK-30039,2,-90,137
,1,4,-180
STARLINK-30171,1,-90,178
,1,-37,-180
STARLINK-30186,1,-90,-150
,1,-79,-180
STARLINK-30190,2,-90,-63
,1,6,-180
STARLINK-30204,4,-90,-54
,1,24,-180
STARLINK-30187,1,-90,77
,1,-30,-180
STARLINK-30110,1,-90,25
,1,-19,-180
STARLINK-30155,1,-90,-77
,1,32,-180
STARLINK-30161,5,-90,128
,1,31,-180
STARLINK-30176,5,-90,28
,1,36,-180
JUPITER 3 (ECHOSTAR 24),2,-90,-134
,1,3,-180
FENGYUN 3F,4,-90,150
,1,54,-180
GALAXY 37 (G-37),5,-90,10
,1,13,-180
STARLINK-30154,5,-90,146
,1,-50,-180
STARLINK-30145,5,-90,-112
,1,-30,-180
STARLINK-30226,2,-90,-143
,1,-14,-180
STARLINK-30203,3,-90,-169
,1,61,-180
STARLINK-30169,3,-90,164
,1,-23,-180
STARLINK-30164,2,-90,31
,1,-1,-180
STARLINK-30072,1,-90,-106
,1,39,-180
STARLINK-30228,1,-90,-43
,1,30,-180
STARLINK-30230,4,-90,-91
,1,13,-180
STARLINK-30213,4,-90,162
,1,-87,-180
STARLINK-30227,5,-90,123
,1,-74,-180
STARLINK-30212,1,-90,-140
,1,55,-180
STARLINK-30219,4,-90,-3
,1,51,-180
STARLINK-30074,4,-90,-72
,1,83,-180
STARLINK-30082,5,-90,-180
,1,-90,-180
STARLINK-30153,3,-90,-59
,1,69,-180
STARLINK-30147,1,-90,14
,1,70,-180
STARLINK-30157,1,-90,-140
,1,-47,-180
STARLINK-30168,2,-90,109
,1,71,-180
STARLINK-30231,2,-90,127
,1,67,-180
STARLINK-30081,3,-90,81
,1,18,-180
STARLINK-30149,2,-90,-113
,1,82,-180
COSMOS 2569 [GLONASS-K2],1,-90,-93
,1,36,-180
HJ-2F,2,-90,80
,1,14,-180
STARLINK-30259,3,-90,87
,1,86,-180
STARLINK-30256,2,-90,-167
,1,11,-180
STARLINK-30261,4,-90,30
,1,8,-180
STARLINK-30260,3,-90,-91
,1,48,-180
STARLINK-30253,5,-90,21
,1,-30,-180
STARLINK-30257,4,-90,-6
,1,5,-180
STARLINK-30250,2,-90,70
,1,-23,-180
STARLINK-30269,3,-90,2
,1,3,-180
STARLINK-30266,4,-90,-109
,1,58,-180
STARLINK-30270,1,-90,142
,1,-38,-180
STARLINK-30268,1,-90,-68
,1,47,-180
STARLINK-30251,3,-90,30
,1,-81,-180
STARLINK-30254,1,-90,83
,1,-84,-180
STARLINK-30264,5,-90,145
,1,40,-180
STARLINK-30262,1,-90,32
,1,55,-180
2023-117C,3,-90,11
,1,-90,-180
2023-117F,5,-90,9
,1,-17,-180
STARLINK-30166,1,-90,-135
,1,-46,-180
STARLINK-30223,5,-90,163
,1,-49,-180
STARLINK-30218,5,-90,-38
,1,55,-180
STARLINK-30138,2,-90,52
,1,-47,-180
STARLINK-30255,1,-90,-130
,1,75,-180
STARLINK-30252,5,-90,-76
,1,21,-180
STARLINK-30258,4,-90,162
,1,-87,-180
STARLINK-30174,4,-90,-146
,1,-5,-180
STARLINK-30248,3,-90,137
,1,-74,-180
STARLINK-30052,5,-90,106
,1,34,-180
STARLINK-30245,2,-90,-45
,1,86,-180
STARLINK-30041,4,-90,-172
,1,78,-180
STARLINK-30244,2,-90,150
,1,55,-180
STARLINK-30246,4,-90,-13
,1,6,-180
STARLINK-30075,2,-90,-178
,1,54,-180
STARLINK-30148,1,-90,-53
,1,-62,-180
STARLINK-30249,3,-90,126
,1,-41,-180
STARLINK-30141,5,-90,-97
,1,-89,-180
STARLINK-30150,1,-90,131
,1,-66,-180
STARLINK-30056,4,-90,18
,1,-61,-180
STARLINK-30100,2,-90,-138
,1,83,-180
LUDI TANCE-4 01A,1,-90,16
,1,-25,-180
HEAD-3A,2,-90,-76
,1,-7,-180
HEAD-3B,4,-90,169
,1,66,-180
HEAD-3C,4,-90,96
,1,-3,-180
HEAD-3D,4,-90,161
,1,88,-180
HEAD-3E,2,-90,161
,1,-68,-180
STARLINK-30309,1,-90,151
,1,8,-180
STARLINK-30306,2,-90,-163
,1,-88,-180
STARLINK-30323,4,-90,-35
,1,-64,-180
STARLINK-30329,4,-90,-55
,1,6,-180
STARLINK-30330,2,-90,41
,1,-76,-180
STARLINK-30311,4,-90,119
,1,13,-180
STARLINK-30328,1,-90,46
,1,-16,-180
STARLINK-30326,5,-90,-105
,1,-53,-180
STARLINK-30324,4,-90,-127
,1,-4,-180
STARLINK-30312,3,-90,98
,1,29,-180
STARLINK-30263,1,-90,-85
,1,38,-180
STARLINK-30280,2,-90,12
,1,29,-180
STARLINK-30247,2,-90,-107
,1,60,-180
STARLINK-30277,2,-90,-43
,1,32,-180
STARLINK-30265,2,-90,113
,1,-38,-180
STARLINK-30286,2,-90,146
,1,-68,-180
STARLINK-30243,4,-90,166
,1,55,-180
STARLINK-30299,4,-90,-128
,1,-1,-180
STARLINK-30294,1,-90,-23
,1,-15,-180
STARLINK-30276,3,-90,21
,1,71,-180
STARLINK-30289,5,-90,-168
,1,81,-180
GAOFEN-12 04,1,-90,-55
,1,60,-180
STARLINK-30267,2,-90,51
,1,-84,-180
STARLINK-30298,3,-90,-61
,1,-59,-180
STARLINK-30301,4,-90,-63
,1,-35,-180
STARLINK-30275,2,-90,-70
,1,74,-180
STARLINK-30278,1,-90,37
,1,-12,-180
STARLINK-30271,2,-90,-121
,1,-59,-180
STARLINK-30322,5,-90,-94
,1,-35,-180
STARLINK-30296,1,-90,-142
,1,-9,-180
STARLINK-30274,4,-90,-177
,1,-20,-180
STARLINK-30316,5,-90,-166
,1,-49,-180
STARLINK-30317,4,-90,34
,1,85,-180
STARLINK-30313,1,-90,153
,1,-14,-180
STARLINK-30303,5,-90,-1
,1,43,-180
STARLINK-30320,1,-90,104
,1,-6,-180
STARLINK-30321,3,-90,134
,1,-38,-180
STARLINK-30283,2,-90,-167
,1,-86,-180
STARLINK-30273,3,-90,73
,1,18,-180
STARLINK-30297,5,-90,173
,1,78,-180
STARLINK-30295,3,-90,-141
,1,-85,-180
CAPELLA-11 (ACADIA-1),5,-90,-3
,1,48,-180
JILIN-1 KUANFU 02A,4,-90,-38
,1,11,-180
STARLINK-30288,2,-90,-136
,1,-23,-180
STARLINK-30347,3,-90,-7
,1,-85,-180
STARLINK-30332,3,-90,-37
,1,-20,-180
STARLINK-30345,5,-90,-66
,1,82,-180
STARLINK-30333,5,-90,-144
,1,76,-180
STARLINK-30336,2,-90,-109
,1,13,-180
STARLINK-30346,2,-90,-72
,1,-75,-180
STARLINK-30342,2,-90,-18
,1,-56,-180
STARLINK-30327,4,-90,28
,1,-84,-180
STARLINK-30315,1,-90,-84
,1,-68,-180
STARLINK-30287,3,-90,-7
,1,25,-180
STARLINK-30335,2,-90,-21
,1,61,-180
STARLINK-30318,3,-90,-76
,1,25,-180
STARLINK-30348,4,-90,-131
,1,-68,-180
STARLINK-30349,1,-90,160
,1,80,-180
STARLINK-30341,5,-90,-132
,1,87,-180
STARLINK-30300,4,-90,155
,1,-14,-180
STARLINK-30281,3,-90,-119
,1,18,-180
STARLINK-30325,4,-90,-117
,1,-38,-180
STARLINK-30338,1,-90,-84
,1,14,-180
STARLINK-30334,5,-90,64
,1,-27,-180
YAOGAN-39 01A,3,-90,-148
,1,-46,-180
YAOGAN-39 01B,3,-90,-128
,1,-46,-180
YAOGAN-39 01C,4,-90,-67
,1,72,-180
STARLINK-30375,5,-90,-171
,1,-22,-180
STARLINK-30310,1,-90,99
,1,42,-180
STARLINK-30365,4,-90,124
,1,84,-180
STARLINK-30371,5,-90,-119
,1,-57,-180
STARLINK-30352,1,-90,-97
,1,45,-180
STARLINK-30344,2,-90,132
,1,-89,-180
STARLINK-30351,3,-90,-81
,1,-61,-180
STARLINK-30242,4,-90,-107
,1,56,-180
STARLINK-30331,4,-90,147
,1,-18,-180
STARLINK-30364,2,-90,9
,1,-16,-180
STARLINK-30308,3,-90,-161
,1,53,-180
STARLINK-30361,2,-90,-99
,1,15,-180
STARLINK-30363,3,-90,-103
,1,-69,-180
STARLINK-30362,1,-90,160
,1,-22,-180
STARLINK-30350,3,-90,92
,1,27,-180
STARLINK-30307,4,-90,70
,1,-86,-180
STARLINK-30356,4,-90,46
,1,-15,-180
STARLINK-30366,1,-90,-119
,1,4,-180
STARLINK-30357,2,-90,-21
,1,-55,-180
STARLINK-30370,1,-90,69
,1,67,-180
STARLINK-30368,5,-90,75
,1,-89,-180
STARLINK-30343,4,-90,110
,1,-31,-180
WILDFIRE 4,3,-90,-122
,1,80,-180
BB4,4,-90,78
,1,-29,-180
WILDFIRE 3,2,-90,-22
,1,-62,-180
BB3,4,-90,-7
,1,-29,-180
WILDFIRE 7,5,-90,150
,1,-79,-180
CHECKMATE 10,4,-90,-123
,1,69,-180
WILDFIRE 6,3,-90,139
,1,-44,-180
WILDFIRE 1,3,-90,109
,1,45,-180
WILDFIRE 9,3,-90,47
,1,-50,-180
WILDFIRE 10,4,-90,32
,1,44,-180
WILDFIRE 2,5,-90,-89
,1,74,-180
WILDFIRE 8,1,-90,-84
,1,-44,-180
WILDFIRE 5,5,-90,-120
,1,-5,-180
CHANDRAYAAN-3 PROPULSIO*,5,-90,-171
,1,-54,-180
STARLINK-30397,2,-90,126
,1,16,-180
STARLINK-30354,4,-90,-145
,1,-39,-180
STARLINK-30383,1,-90,-55
,1,-76,-180
STARLINK-30384,3,-90,-13
,1,13,-180
STARLINK-30305,5,-90,57
,1,-57,-180
STARLINK-30360,5,-90,57
,1,0,-180
STARLINK-30355,2,-90,126
,1,-30,-180
STARLINK-30385,3,-90,-19
,1,-46,-180
STARLINK-30359,2,-90,111
,1,-35,-180
STARLINK-30380,5,-90,9
,1,-21,-180
STARLINK-30369,4,-90,-39
,1,-76,-180
STARLINK-30376,5,-90,138
,1,13,-180
STARLINK-30389,3,-90,-140
,1,-90,-180
STARLINK-30388,1,-90,168
,1,63,-180
STARLINK-30381,2,-90,31
,1,-39,-180
STARLINK-30382,3,-90,66
,1,88,-180
STARLINK-30378,4,-90,33
,1,69,-180
STARLINK-30387,3,-90,-7
,1,-29,-180
STARLINK-30372,3,-90,134
,1,-40,-180
STARLINK-30373,3,-90,28
,1,18,-180
STARLINK-30367,5,-90,82
,1,-17,-180
TIANQI-21,3,-90,-178
,1,10,-180
TIANQI-22,5,-90,-137
,1,44,-180
TIANQI-23,4,-90,-70
,1,18,-180
TIANQI-24,2,-90,164
,1,-47,-180
YAOGAN-33 03,1,-90,109
,1,-39,-180
XRISM,2,-90,-153
,1,51,-180
STARLINK-30304,4,-90,-75
,1,-59,-180
STARLINK-30374,3,-90,92
,1,43,-180
STARLINK-30394,4,-90,161
,1,-42,-180
STARLINK-30379,3,-90,-117
,1,-2,-180
STARLINK-30395,2,-90,128
,1,-5,-180
STARLINK-30403,1,-90,-141
,1,-29,-180
STARLINK-30413,2,-90,62
,1,46,-180
STARLINK-30398,1,-90,106
,1,70,-180
STARLINK-30386,4,-90,-57
,1,9,-180
STARLINK-30391,5,-90,117
,1,19,-180
STARLINK-30401,4,-90,16
,1,70,-180
STARLINK-30390,2,-90,84
,1,18,-180
STARLINK-30409,2,-90,-64
,1,14,-180
STARLINK-30415,1,-90,-79
,1,-26,-180
STARLINK-30407,3,-90,121
,1,-50,-180
STARLINK-30408,5,-90,174
,1,68,-180
STARLINK-30377,5,-90,-160
,1,-60,-180
STARLINK-30422,3,-90,-87
,1,34,-180
STARLINK-30402,1,-90,-122
,1,-79,-180
STARLINK-30411,5,-90,137
,1,82,-180
STARLINK-30418,2,-90,-87
,1,-39,-180
YAOGAN-40 01A,4,-90,30
,1,-33,-180
YAOGAN-40 01B,2,-90,173
,1,87,-180
YAOGAN-40 01C,1,-90,-146
,1,73,-180
STARLINK-30285,1,-90,154
,1,41,-180
STARLINK-30410,5,-90,28
,1,-7,-180
STARLINK-30435,1,-90,46
,1,29,-180
STARLINK-30423,5,-90,73
,1,34,-180
STARLINK-30292,1,-90,-173
,1,12,-180
STARLINK-30416,5,-90,112
,1,-80,-180
STARLINK-30426,1,-90,11
,1,-45,-180
STARLINK-30430,4,-90,-98
,1,-19,-180
STARLINK-30425,3,-90,-70
,1,24,-180
STARLINK-30405,3,-90,-28
,1,79,-180
STARLINK-30431,2,-90,93
,1,58,-180
STARLINK-30404,4,-90,85
,1,-5,-180
STARLINK-30412,5,-90,-56
,1,-89,-180
STARLINK-30392,3,-90,-71
,1,71,-180
STARLINK-30291,4,-90,-25
,1,-2,-180
STARLINK-30424,1,-90,4
,1,87,-180
STARLINK-30290,1,-90,-118
,1,30,-180
STARLINK-30414,1,-90,15
,1,36,-180
STARLINK-30272,3,-90,-107
,1,-61,-180
STARLINK-30432,4,-90,58
,1,35,-180
STARLINK-30427,4,-90,64
,1,-36,-180
STARLINK-30393,2,-90,126
,1,-74,-180
STARLINK-30439,1,-90,114
,1,11,-180
STARLINK-30442,2,-90,10
,1,-27,-180
STARLINK-30441,5,-90,-88
,1,40,-180
STARLINK-30460,5,-90,-41
,1,-24,-180
STARLINK-30444,3,-90,66
,1,89,-180
STARLINK-30446,5,-90,155
,1,-88,-180
STARLINK-30445,5,-90,96
,1,35,-180
STARLINK-30447,2,-90,-152
,1,-15,-180
STARLINK-30434,5,-90,141
,1,-67,-180
STARLINK-30429,4,-90,-62
,1,-80,-180
STARLINK-30284,3,-90,-115
,1,-58,-180
STARLINK-30433,5,-90,-79
,1,88,-180
STARLINK-30358,4,-90,-108
,1,30,-180
STARLINK-30436,1,-90,176
,1,-28,-180
STARLINK-30339,1,-90,80
,1,5,-180
STARLINK-30282,1,-90,-74
,1,-74,-180
STARLINK-30340,2,-90,48
,1,81,-180
STARLINK-30279,5,-90,-119
,1,10,-180
YAOGAN-39 02A,3,-90,177
,1,-69,-180
YAOGAN-39 02B,4,-90,143
,1,-83,-180
YAOGAN-39 02C,1,-90,34
,1,-9,-180
STARLINK-30465,2,-90,-73
,1,-79,-180
STARLINK-30470,1,-90,-151
,1,69,-180
STARLINK-30473,3,-90,-38
,1,73,-180
STARLINK-30443,5,-90,-34
,1,6,-180
STARLINK-30467,5,-90,-115
,1,67,-180
STARLINK-30469,5,-90,116
,1,-90,-180
STARLINK-30474,5,-90,-44
,1,57,-180
STARLINK-30479,5,-90,171
,1,8,-180
STARLINK-30481,4,-90,-127
,1,4,-180
STARLINK-30457,3,-90,-14
,1,-52,-180
STARLINK-30472,5,-90,-52
,1,34,-180
STARLINK-30462,1,-90,-84
,1,32,-180
STARLINK-30449,3,-90,-134
,1,-12,-180
STARLINK-30466,4,-90,-19
,1,-79,-180
STARLINK-30451,5,-90,52
,1,11,-180
STARLINK-30428,3,-90,74
,1,-66,-180
STARLINK-30482,4,-90,-144
,1,-1,-180
STARLINK-30464,4,-90,156
,1,75,-180
STARLINK-30463,4,-90,74
,1,-86,-180
STARLINK-30453,2,-90,-150
,1,18,-180
STARLINK-30478,5,-90,-116
,1,-82,-180
STARLINK-30477,2,-90,41
,1,81,-180
STARLINK-30450,4,-90,-180
,1,-84,-180
STARLINK-30483,3,-90,-110
,1,-35,-180
STARLINK-30454,1,-90,13
,1,-86,-180
STARLINK-30501,5,-90,103
,1,-18,-180
STARLINK-30499,1,-90,-135
,1,-1,-180
STARLINK-30496,4,-90,27
,1,-89,-180
STARLINK-30485,2,-90,94
,1,27,-180
STARLINK-30492,2,-90,115
,1,73,-180
STARLINK-30440,5,-90,-54
,1,-43,-180
STARLINK-30487,3,-90,39
,1,71,-180
STARLINK-30452,4,-90,15
,1,-78,-180
STARLINK-30468,5,-90,8
,1,77,-180
STARLINK-30459,4,-90,-110
,1,0,-180
STARLINK-30448,1,-90,98
,1,59,-180
STARLINK-30476,5,-90,137
,1,46,-180
STARLINK-30488,2,-90,-168
,1,-65,-180
STARLINK-30471,3,-90,-1
,1,48,-180
STARLINK-30461,3,-90,-101
,1,76,-180
STARLINK-30458,5,-90,16
,1,-55,-180
STARLINK-30712,3,-90,169
,1,67,-180
STARLINK-30716,5,-90,148
,1,-72,-180
STARLINK-30400,5,-90,-156
,1,74,-180
STARLINK-30710,2,-90,135
,1,-63,-180
STARLINK-30714,4,-90,133
,1,-67,-180
STARLINK-30711,1,-90,90
,1,-80,-180
STARLINK-30715,1,-90,-129
,1,86,-180
STARLINK-30455,4,-90,66
,1,23,-180
STARLINK-30456,2,-90,-62
,1,-19,-180
STARLINK-30708,3,-90,166
,1,2,-180
STARLINK-30705,2,-90,-123
,1,83,-180
STARLINK-30704,2,-90,-167
,1,-57,-180
STARLINK-30706,4,-90,158
,1,-81,-180
STARLINK-30709,4,-90,24
,1,-36,-180
STARLINK-30707,1,-90,-53
,1,-29,-180
STARLINK-30701,5,-90,145
,1,73,-180
STARLINK-30399,5,-90,-98
,1,10,-180
STARLINK-30713,5,-90,111
,1,81,-180
STARLINK-30700,4,-90,54
,1,-26,-180
STARLINK-30703,1,-90,58
,1,-8,-180
STARLINK-30702,1,-90,-41
,1,-81,-180
SKYKRAFT-3D,1,-90,171
,1,-44,-180
YAOGAN-33 04,2,-90,178
,1,41,-180
STARLINK-30396,3,-90,-110
,1,-71,-180
STARLINK-30524,2,-90,-98
,1,-26,-180
STARLINK-30521,5,-90,93
,1,30,-180
STARLINK-30528,2,-90,-11
,1,1,-180
STARLINK-30495,5,-90,148
,1,-54,-180
STARLINK-30484,2,-90,2
,1,10,-180
STARLINK-30494,4,-90,49
,1,37,-180
STARLINK-30498,3,-90,-28
,1,33,-180
STARLINK-30505,4,-90,47
,1,-51,-180
STARLINK-30502,2,-90,137
,1,83,-180
STARLINK-30489,4,-90,165
,1,34,-180
STARLINK-30503,5,-90,-32
,1,34,-180
STARLINK-30512,5,-90,-72
,1,54,-180
STARLINK-30509,5,-90,-85
,1,-62,-180
STARLINK-30511,2,-90,89
,1,65,-180
STARLINK-30508,1,-90,131
,1,49,-180
STARLINK-30504,5,-90,177
,1,80,-180
STARLINK-30510,4,-90,-31
,1,66,-180
STARLINK-30507,4,-90,-36
,1,53,-180
STARLINK-30515,1,-90,9
,1,-6,-180
STARLINK-30516,4,-90,128
,1,-8,-180
STARLINK-30519,1,-90,115
,1,-25,-180
YAOGAN-39 03A,4,-90,52
,1,-10,-180
YAOGAN-39 03B,5,-90,-88
,1,61,-180
YAOGAN-39 03C,4,-90,125
,1,42,-180
STARLINK-30537,2,-90,-103
,1,70,-180
STARLINK-30534,5,-90,-134
,1,66,-180
STARLINK-30536,5,-90,-2
,1,35,-180
STARLINK-30538,1,-90,141
,1,-9,-180
STARLINK-30517,1,-90,43
,1,-53,-180
STARLINK-30523,3,-90,136
,1,-48,-180
STARLINK-30531,1,-90,-80
,1,-86,-180
STARLINK-30552,4,-90,-93
,1,-2,-180
STARLINK-30545,2,-90,-102
,1,-3,-180
STARLINK-30535,5,-90,155
,1,3,-180
STARLINK-30540,3,-90,118
,1,63,-180
STARLINK-30546,3,-90,116
,1,60,-180
STARLINK-30539,3,-90,100
,1,-72,-180
STARLINK-30530,4,-90,2
,1,-74,-180
STARLINK-30526,3,-90,26
,1,81,-180
STARLINK-30527,5,-90,-180
,1,55,-180
STARLINK-30522,3,-90,-173
,1,-19,-180
STARLINK-30486,2,-90,-152
,1,-54,-180
STARLINK-30520,4,-90,-173
,1,38,-180
STARLINK-30497,4,-90,-173
,1,-7,-180
STARLINK-30525,3,-90,-92
,1,-17,-180
THEOS-2 (T2V),1,-90,86
,1,23,-180
FORMOSAT-7R (TRITON),3,-90,-148
,1,-88,-180
ANSER-FLW2,2,-90,10
,1,63,-180
ANSER-FLW1,1,-90,91
,1,33,-180
NESS,2,-90,-3
,1,52,-180
CSC-2,2,-90,-127
,1,33,-180
CSC-1,5,-90,81
,1,27,-180
PRETTY,1,-90,115
,1,-67,-180
MACSAT (FINCH 1),4,-90,-136
,1,54,-180
PVCC,1,-90,-72
,1,-52,-180
STARLINK-30514,5,-90,128
,1,61,-180
STARLINK-30518,4,-90,29
,1,-54,-180
STARLINK-30549,1,-90,148
,1,29,-180
STARLINK-30556,4,-90,129
,1,42,-180
STARLINK-30561,2,-90,95
,1,24,-180
STARLINK-30562,3,-90,-8
,1,50,-180
STARLINK-30565,5,-90,-116
,1,84,-180
STARLINK-30438,2,-90,-46
,1,-26,-180
STARLINK-30437,3,-90,-153
,1,18,-180
STARLINK-30533,5,-90,148
,1,-67,-180
STARLINK-30560,1,-90,81
,1,-28,-180
STARLINK-30559,5,-90,65
,1,40,-180
STARLINK-30555,2,-90,-61
,1,-22,-180
STARLINK-30542,3,-90,79
,1,28,-180
STARLINK-30563,1,-90,-79
,1,-53,-180
STARLINK-30564,4,-90,-103
,1,86,-180
STARLINK-30547,5,-90,-18
,1,-37,-180
STARLINK-30550,1,-90,-52
,1,19,-180
STARLINK-30548,2,-90,-163
,1,-18,-180
STARLINK-30529,2,-90,-75
,1,73,-180
STARLINK-30554,3,-90,23
,1,13,-180
STARLINK-30568,2,-90,-175
,1,85,-180
STARLINK-30575,3,-90,73
,1,-73,-180
STARLINK-30577,1,-90,-71
,1,-76,-180
STARLINK-30566,2,-90,-172
,1,-30,-180
STARLINK-30544,4,-90,154
,1,-18,-180
STARLINK-30553,4,-90,-23
,1,62,-180
STARLINK-30541,4,-90,75
,1,82,-180
STARLINK-30573,5,-90,111
,1,53,-180
STARLINK-30582,4,-90,132
,1,-22,-180
STARLINK-30558,3,-90,81
,1,72,-180
STARLINK-30579,3,-90,58
,1,-36,-180
STARLINK-30588,5,-90,-95
,1,70,-180
STARLINK-30585,5,-90,-171
,1,2,-180
STARLINK-30587,1,-90,-54
,1,-25,-180
STARLINK-30576,2,-90,141
,1,-87,-180
STARLINK-30571,2,-90,2
,1,20,-180
STARLINK-30567,1,-90,77
,1,48,-180
STARLINK-30569,3,-90,-86
,1,-33,-180
STARLINK-30480,2,-90,-109
,1,-89,-180
STARLINK-30532,3,-90,83
,1,-55,-180
STARLINK-30513,2,-90,178
,1,16,-180
STARLINK-30506,3,-90,64
,1,-8,-180
YUNHAI-1 04,5,-90,-36
,1,82,-180
STARLINK-30604,4,-90,-115
,1,31,-180
STARLINK-30500,5,-90,-23
,1,-53,-180
STARLINK-30613,3,-90,-6
,1,55,-180
STARLINK-30597,3,-90,-50
,1,58,-180
STARLINK-30598,2,-90,156
,1,3,-180
STARLINK-30603,5,-90,12
,1,-27,-180
STARLINK-30602,3,-90,161
,1,14,-180
STARLINK-30610,3,-90,-13
,1,66,-180
STARLINK-30551,1,-90,0
,1,23,-180
STARLINK-30586,1,-90,117
,1,-10,-180
STARLINK-30609,4,-90,19
,1,77,-180
STARLINK-30583,3,-90,34
,1,54,-180
STARLINK-30557,4,-90,-73
,1,69,-180
STARLINK-30591,5,-90,-134
,1,10,-180
STARLINK-30584,1,-90,-32
,1,86,-180
STARLINK-30590,2,-90,-38
,1,18,-180
STARLINK-30608,4,-90,50
,1,-27,-180
STARLINK-30615,4,-90,-176
,1,77,-180
STARLINK-30578,2,-90,-24
,1,84,-180
STARLINK-30574,2,-90,70
,1,-3,-180
STARLINK-30570,5,-90,74
,1,61,-180
STARLINK-30581,1,-90,105
,1,27,-180
STARLINK-30594,1,-90,-73
,1,-84,-180
STARLINK-30614,4,-90,85
,1,81,-180
STARLINK-30607,5,-90,-76
,1,6,-180
STARLINK-30600,2,-90,-140
,1,34,-180
STARLINK-30605,5,-90,-30
,1,84,-180
STARLINK-30592,5,-90,-161
